			Laufnummer	Autor, Herausgeber oder Institution	Titel	Zeitschrift/Zeitung	Kategorien	Schlagwörter
0	0	1	1282	Fletcher, Gillian	Just How Do We Create Change?		3 Fokus; 3.2 Kinderschutz und Gewaltprävention	Prävention // prevention; Wirksamkeit // effectiveness
1	0	0	1029	Fletcher, Gillian; Dowsett, Gary W.; Duncan, Duane; Slavin, Sean; Corboz, Julienne	Advancing Sexuality Studies	Sex Education	3 Fokus; 3.1 Sexualpädagogik	Lehrplan // curriculum; Methodensammlung // toolkit; Methodologie // methodology; Sexualität // sexuality; Theorie // theory
1	0	1	2297	Flink, Ilse Johanna Elisabeth; Mbaye, Solange Marie Odile; Diouf, Simon Richard Baye; Baumgartner, Sophie; Okur, Pinar	Collaboration between a child telephone helpline and sexual and reproductive health and rights organisations in Senegal	Sex Education	3 Fokus; 3.1 Sexualpädagogik; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 5 Adressat_innen; 5.2 Jugendliche	Afrika // Africa; Forschungsergebnisse // research results; Jugend // youth; Senegal // Senegal; sexuelle Gesundheit // sexual health; sexuelle Rechte // sexual rights
1	0	1	595	Florsheim, Paul	Adolescent romantic relations and sexual behavior		1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Jugend // youth; Liebesbeziehung // romantic relationship; Methodologie // methodology; sexuelle Erfahrung // sexual experience; Theorie // theory
0	1	0	1622	Fontes, Lisa Aronson; Plummer, Carol	Cultural issues in disclosures of child sexual abuse	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Aufdeckung // disclosure; Diskurs // discourse; Einstellungen // attitudes; Erwachsene // adults; Kinder // children; Kinder- und Jugendschutz // child protection; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	1437	Ford, Jillian	Introduction: Realidades realities, Palabras words, y and Estudios studies		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Bisexualität // bisexuality; Jugend // youth; lesbisch // lesbian; queer // queer; Schule // school; schwul // gay; trans*ident // trans*
1	0	0	1005	Formby, Eleanor	Sex and relationships education, sexual health, and lesbian, gay and bisexual sexual cultures	Sex Education	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Bisexualität // bisexuality; Forschungsergebnisse // research results; Jugend // youth; lesbisch // lesbian; schwul // gay; Sexualkultur // sexuality culture; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; sexuelle Rechte // sexual rights
1	0	0	999	Formby, Eleanor; Hirst, Julia; Owen, Jenny; Hayter, Mark; Stapleton, Helen	‘Selling it as a holistic health provision and not just about condoms …’ Sexual health services in school settings	Sex Education	2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik	Schule // school; Sexualität // sexuality; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health
1	0	0	662	Forsman, Mats; Johansson, Ada; Santtila, Pekka; Sandnabba, Kenneth; Långström, Niklas	Sexually Coercive Behavior Following Childhood Maltreatment	Archives of Sexual Behavior	6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Erwachsene // adults; Europa // Europe; Gewalt // violence; sexueller Kindesmissbrauch // child sexual abuse; Survey // survey
0	0	0	1726	Foshee, Vangie A.; Benefield, Thad; Dixon, Kimberly S.; Chang, Ling-Yin; Senkomago, Virginia; Ennett, Susan T.; Moracco, Kathryn E.; Michael Bowling, J.	The effects of moms and teens for safe dates: a dating abuse prevention program for adolescents exposed to domestic violence	Journal of Youth and Adolescence	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.4 Übergriff	Eltern // parents; Forschungsergebnisse // research results; Gewalt in Beziehungen // dating violence; häusliche Gewalt // domestic violence; Jugend // youth; Prävention // prevention; Wirksamkeit // effectiveness
0	0	1	2397	Foster, Jennifer M.	It Happened to Me	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Aufdeckung // disclosure; Forschungsergebnisse // research results; Geschlecht // gender; Jungen // boys; Kinder // children; Narration // narrative; Nordamerika // North America; Prävention // prevention; qualitative Forschung // qualitative research; sexueller Kindesmissbrauch // child sexual abuse; USA // USA
1	0	1	2244	Francia, Guadalupe; Edling, Silvia	Children’s rights and violence	Childhood	1 Sozialer Kontext; 1.1 Policies; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.11 Sonstige; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt	Diskursanalyse // discourse analysis; Europa // Europe; Forschungsergebnisse // research results; Gewalt // violence; Internat // boarding school; Kinder // children; Kinderrechte // children´s rights; qualitative Forschung // qualitative research; Schweden // Sweden
1	0	1	1354	Franklin, Anita; Smeaton, Emilie	Recognising and responding to young people with learning disabilities who experience, or are at risk of, child sexual exploitation in the UK	Children and Youth Services Review	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.1 Pädagogische FK; 4.2 Extern; 5 Adressat_innen; 5.1 Kinder; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Behinderung // disability; Europa // Europe; Jugend // youth; Kinder // children; Pädagogische Fachkräfte // pedagogial staff; Prävention // prevention; qualitative Interviews // qualitative interviews; Risikofaktoren // risk factors; Schutz // protection; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	1371	Frawley, Patsie; Wilson, Nathan J.	Young People with Intellectual Disability Talking About Sexuality Education and Information	Sexuality and Disability	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Australien // Australia; Behinderung // disability; Fokusgruppe // focus group; Geschlecht // gender; Jugend // youth; Sexuelle Bildung // sexuality education
1	0	1	2155	Fredlund, Cecilia; Dahlström, Örjan; Svedin, Carl Göran; Wadsby, Marie; Jonsson, Linda S.; Priebe, Gisela	Adolescents' motives for selling sex in a welfare state - A Swedish national study	Child Abuse & Neglect	3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Europa // Europe; Forschungsergebnisse // research results; Jugend // youth; Prostitution // prostitution; Schweden // Sweden; sexuelles Verhalten // sexual behaviour; Survey // survey
0	1	0	1587	Fredlund, Cecilia; Svensson, Frida; Svedin, Carl Goran; Priebe, Gisela; Wadsby, Marie	Adolescents' lifetime experience of selling sex	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen	Europa // Europe; Forschungsergebnisse // research results; Jugend // youth; Männer // men; Migration // migration; soziale Unterstützung // social support
0	0	0	1257	Freitag, Mel B.	Safety in Unity		1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule	Identität // identity; Schule // school; Sicherheit // safety
0	0	1	2444	Freitas, Donna	A culture of consent		1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.5 Hochschule; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff	Diskurs // discourse; Konsens // consent; Nordamerika // North America; Policies // policies; Rape Culture // rape culture; sexuelle Gewalt // sexual violence; Student*innen // college students; Universität // college; USA // USA
1	0	1	2233	French, Bryana H.; Suh, Han Na; Arterberry, Brooke	Exploratory Factor Analysis and Psychometric Properties of the Sexual Coercion Inventory	The Journal of Sex Research	3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.2.3 Vergewaltigung	Evaluation // evaluation; Forschungsergebnisse // research results; Methodologie // methodology; Nordamerika // North America; Schule // school; sexuelle Gewalt // sexual violence; Survey // survey; Universität // college; USA // USA; Vergewaltigung // rape
0	0	0	1583	Fresno, Andres; Spencer, Rosario; Ramos, Nadia; Pierrehumbert, Blaise	The effect of sexual abuse on children's attachment representations in Chile	Journal of Child Sexual Abuse	5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Gefühle // emotions; Kinder // children; Lateinamerika // Latin America; Männer // men; sexueller Kindesmissbrauch // child sexual abuse
1	0	0	766	Frías, Sonia M.; Erviti, Joaquina	Gendered experiences of sexual abuse of teenagers and children in Mexico	Child Abuse & Neglect	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 6.5 Disclosure	Geschlecht // gender; Jugend // youth; Lateinamerika // Latin America; sexueller Kindesmissbrauch // child sexual abuse; Survey // survey
1	0	1	2033	Frias-Navarro, Dolores; Badenes-Ribera, Laura; Monterde-i-Bort, Hector	Evidence of Validity of the Beliefs About Children’s Adjustment in Same-Sex Families Scale	Sexuality Research and Social Policy	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.3 Eltern und Familie; 7 Sexualität; 7.1 Beziehungsgestaltung	Einstellungen // attitudes; Eltern // parents; Europa // Europe; Familie // family; Forschungsergebnisse // research results; Heteronormativität // heteronormativity; Homosexualität // homosexuality; Kinder // children; Spanien // Spain; Survey // survey
0	0	1	2127	Friesen, Norm	The pedagogical relation past and present	Journal of Curriculum Studies	2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK	Lehrer*innen // teachers; Pädagogik // pedagogy; pädagogische Beziehungsgestaltung // pedagogical relationship; Professionalität // professionality; Schule // school; Schüler*innen // pupils; Theorie // theory
1	0	0	1097	Fromuth, Mary Ellen; Kelly, David B.; Brallier, Courtney; Williams, Matthew; Benson, Kate	Effects of duration on perceptions of teacher sexual misconduct	Journal of Child Sexual Abuse	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 4 Fachkräfte; 4.1 Pädagogische FK; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Einstellungen // attitudes; Gerichtsverhandlungen // judicial proceedings; Geschlecht // gender; Jugend // youth; Lehrer*innen // teachers; Nordamerika // North America; sexueller Kindesmissbrauch // child sexual abuse
0	0	0	1789	Froyum, Carissa M.	Making 'good girls'	Culture, Health & Sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung	Jugend // youth; Kinder // children; Männer // men; Nordamerika // North America; Schwarz // Black; Sexualerziehung // sex ed; Sexualethik // sexual ethics; Sexuelle Abstinenz // abstinence; Soziale Schicht // social class; Vulnerabilität // vulnerability
0	0	0	1866	Fu, Huiyan	The bumpy road to socialise nature	Culture, Health & Sexuality	1 Sozialer Kontext; 1.1 Policies; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität	Asien // Asia; Geschlecht // gender; Jugend // youth; Policies // policies; Schule // school; Sexuelle Bildung // sexuality education
0	0	0	200	Gakhal, Baldeesh Kaur; Brown, Sarah J.	A comparison of the general public's, forensic professionals' and students' attitudes towards female sex offenders	Journal of Sexual Aggression	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 4 Fachkräfte; 4.2 Extern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Einstellungen // attitudes; Forschungsergebnisse // research results; Täter*in // offender
0	0	0	1940	Galinsky, Adena M.; Sonenstein, Freya Lund	Relationship commitment, perceived equity, and sexual enjoyment among young adults in the United States	Archives of Sexual Behavior	5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.3 Sexuelle Erfahrungen	Forschungsergebnisse // research results; Forschungslücken; Jugend // youth; Liebesbeziehung // romantic relationship; Methodologie // methodology; Nordamerika // North America; sexuelles Verhalten // sexual behaviour; Vergnügen // pleasure
0	0	0	1431	Gallop, Jane	Knot a Love Story		7 Sexualität; 7.1 Beziehungsgestaltung	Liebesbeziehung // romantic relationship
0	0	1	2354	Gámez-Guadix, Manuel; Almendros, Carmen; Calvete, Esther; Santisteban, Patricia de	Persuasion strategies and sexual solicitations and interactions in online sexual grooming of adolescents	Journal of Adolescence	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene	Europa // Europe; Forschungsergebnisse // research results; Grooming // grooming; Internet // Internet; Intervention // intervention; Jugend // youth; junge Erwachsene // young adults; Medien // media; Prävention // prevention; Sexuelle Ausbeutung // sexual exploitation; Soziale Medien // social media; Spanien // Spain; Täter*in // offender
0	0	1	1108	Garcia, Lorena	Respect yourself, protect yourself		1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern und Familie; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Eltern // parents; Ethnizität // ethnicity; Jugend // youth; Latin@s // Latinx; Mädchen // girls; Nordamerika // North America; qualitative Interviews // qualitative interviews; Sexualität // sexuality; sexuelle Erfahrung // sexual experience; Sozialisation // socialization
1	0	1	1997	Gardner, Howard; Davis, Katie	The app generation		1 Sozialer Kontext; 1.2 Diskurse; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung	Identität // identity; Jugend // youth; Medien // media; Nordamerika // North America; Technologie // technology; USA // USA
1	0	0	1344	Garland-Levett, Sarah	Exploring discursive barriers to sexual health and social justice in the New Zealand sexuality education curriculum	Sex Education	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Weiterführende Schule; 3 Fokus; 3.1 Sexualpädagogik; 7 Sexualität	Australien // Australia; Diskursanalyse // discourse analysis; Lehrplan // curriculum; Policies // policies; Schule // school; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health
0	0	0	1533	Garmendia, Maialen; Garitaonandia, Carmelo; Martinez, Gemma; Casado, Miguel Ángel	The effectiveness of parental mediation		1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.3 Eltern und Familie	Eltern // parents; Kinder // children; Medien // media; Wirksamkeit // effectiveness
0	0	1	2347	Garthe, Rachel C.; Sullivan, Terri N.; Farrell, Albert	Dating violence perpetration and perceived parental support for fighting and nonviolent responses to conflict	Journal of Adolescence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.3 Schicht; 1.4.4 Ethnizität; 3 Fokus; 3.2 Kinderschutz und Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 7 Sexualität; 7.1 Beziehungsgestaltung	Familie // family; Forschungsergebnisse // research results; Gewalt // violence; Gewalt in Beziehungen // dating violence; Jugend // youth; junge Erwachsene // young adults; Nordamerika // North America; quantitative Forschung // quantitative research; Schwarz // Black; Soziale Schicht // social class; Survey // survey; USA // USA
