			Autor, Herausgeber oder Institution	Jahr ermittelt	Dokumententyp	Zeitschrift/Zeitung	Titel	Kategorien	Schlagwörter	Laufnummer
1	0	1	Blaise, Mindy	2013	Zeitschriftenaufsatz	Gender and Education	Charting new territories	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.1 Kindergarten; 5 Adressat_innen; 5.1 Kinder; 7 Sexualität	Diskriminierung // discrimination; Geschlecht // gender; Grundschule // elementary school; Kinderbetreuung // child care; kindliche Sexualität // childhood sexuality; Moral; Schule // school	826
0	0	0	Brooks-Russell, Ashley; Foshee, Vangie A.; Ennett, Susan T.	2013	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Predictors of latent trajectory classes of physical dating violence victimization	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 8 Forschung; 8.2 Theorie; 8.3 Methodologie; 8.4 Ergebnisse	Gewalt in Beziehngen // dating violence; Jugendliche und junge Erwachsene	1749
1	0	0	Busche, Mart	2013	Zeitschriftenaufsatz	Pedagogy, Culture & Society	A girl is no girl is a girl_: Girls-work after queer theory	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit	Feminismus // feminism; Mädchenarbeit // girls work	684
1	0	0	Cameron-Lewis, Vanessa; Allen, Louisa	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Teaching pleasure and danger in sexuality education	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 3.2 Gewaltprävention; 7 Sexualität; 7.2 Selbstbestimmung	Curriculum; Konsens // consent; Sexualethik // sexual ethics; Sexuelle Bildung // sexuality education; Sexueller Missbrauch // sexual abuse; Vergnügen // pleasure	1026
0	0	0	Collier, Kate L.; Bos, Henny M. W.; Sandfort, Theo G. M.	2013	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Homophobic name-calling among secondary school students and its implications for mental health	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 8 Forschung; 8.4 Ergebnisse	Homofeindlichkeit // homophobia; Jugendliche und junge Erwachsene; Mobbing // bullying; Psychische Gesundheit; Schule // school; Schüler*innen // pupils	1743
1	0	0	D’Alton, Paul; Guilfoyle, Michael; Randall, Patrick	2013	Zeitschriftenaufsatz	Child Abuse & Neglect	Roman Catholic Clergy who have sexually abused children:	1 Sozialer Kontext; 1.4 Identitäten; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.9 Kirche; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch; 6.3 Negative Folgen	Geistliche // clergy; Intimität // intimacy; Katholizismus // catholicism; sexueller Kindesmissbrauch; Sexueller Missbrauch // sexual abuse; Täter*in // offender	768
1	0	0	DePalma, Renée	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Choosing to lose our gender expertise	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.2 Grundschule; 2.2.3 Schule	Geschlecht // gender; Grundschule // elementary school; queer; trans*ident // trans*	1022
0	0	0	Duncan, Neil	2013	Beitrag in …		Disability, sexuality and bullying	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 7 Sexualität	Behinderung // disability; Mobbing // bullying; Sexualität // sexuality	1201
0	0	0	Espelage, Dorothy L.	2013	Beitrag in …		Bullying and sexual violence	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 6 Gewalt; 6.2 Art; 6.2.4 Übergriff; 6.2.5 Diskriminierung; 8 Forschung; 8.2 Theorie	Homofeindlichkeit // homophobia; Männlichkeit // masculinity; Mobbing // bullying; Peers; queer; Schulklima // school climate	1505
1	0	0	Ferfolja, Tania	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Sexual diversity, discrimination and ‘homosexuality policy’ in New South Wales' government schools	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule	Homosexualität; queer; Schule // school	1027
1	0	1	Finkelhor, David; Ji, Kai; Mikton, Christopher; Dunne, Michael	2013	Zeitschriftenaufsatz	Child Abuse & Neglect	Explaining lower rates of sexual abuse in China	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Männlichkeit // masculinity; Offenlegung // disclosure; Stigmatisierung // stigma; Supervision // supervision	772
1	1	0	Florsheim, Paul	2013	Buch (Sammelwerk)		Adolescent romantic relations and sexual behavior	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.4 Ethnizität; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.2 Theorie; 8.3 Methodologie; 8.4 Ergebnisse	Beziehungsgestaltung // relationships; Jugendliche und junge Erwachsene; sexuelle Erfahrung // sexual experience	595
0	1	0	Fredlund, Cecilia; Svensson, Frida; Svedin, Carl Goran; Priebe, Gisela; Wadsby, Marie	2013	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	Adolescents' lifetime experience of selling sex	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.4 Ergebnisse	Emigrants and Immigrants/psychology/statistics & numerical data; Female; Global Health; Humans; Jugendliche und junge Erwachsene; Male; Parent-Child Relations; Sex Work/psychology/statistics & numerical data; Sexual Behavior/psychology/statistics & numerical data; Social Support; Students/psychology/statistics & numerical data; Surveys and Questionnaires; Sweden/ethnology; Time Factors	1587
1	0	1	Goodkind, Sara; Schelbe, Lisa; Joseph, Andrea A.; Beers, Daphne E.; Pinsky, Stephanie L.	2013	Zeitschriftenaufsatz	Children and Youth Services Review	Providing new opportunities or reinforcing old stereotypes?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.4 Ethnizität; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik	Ethnizität // ethnicity; Geschlecht // gender; geschlechtergetrennte Bildung // single-sex education; Schule // school; Sexualisierung // sexualization; soziale Ungleichheit und/oder Gerechtigkeit // social inequality and/or justice	896
1	0	0	Gray, Emily M.	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Coming out as a lesbian, gay or bisexual teacher	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern	Coming out; Heteronormativität // heteronormativity; Identität // identity; Lehrer*innen // Teachers; Sexualität // sexuality	1037
1	0	0	Greslé-Favier, Claire	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Adult discrimination against children	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.1 Kinder	Kinder; Kinderrechte // children´s rights; Sexuelle Bildung // sexuality education	1038
1	0	0	Greteman, Adam J.	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Fashioning a bareback pedagogy	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 3 Fokus; 3.1 Sexualpädagogik	Ehtik // ethics; queer; Risikofaktoren // risk factors; Sexualerziehung // sex ed; Sexuell übertragbare Infektionen // sexually transmitted infections; Sexuelle Bildung // sexuality education; sexuelles Risiko // sexual risk	1033
0	0	0	Haboush, Karen L.; Alyan, Hala	2013	Zeitschriftenaufsatz	Journal of Child Sexual Abuse	""Who can you tell?"" Features of Arab culture that influence conceptualization and treatment of childhood sexual abuse	1 Sozialer Kontext; 1.4 Identitäten; 1.4.4 Ethnizität; 1.4.5 Religion; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.2 Theorie	Erwachsene; Humans; Islam; Kinder; sexueller Kindesmissbrauch; Sexueller Missbrauch // sexual abuse; United States/ethnology	1593
1	0	0	Haggis, Jane; Mulholland, Monique	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Rethinking difference and sex education	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 1.4.3 Schicht; 1.4.4 Ethnizität; 1.4.5 Religion; 1.4.6 Behinderungen; 3 Fokus; 3.1 Sexualpädagogik; 8 Forschung; 8.2 Theorie; 8.3 Methodologie	Intersektionalität // intersectionality; Jugendliche und junge Erwachsene; Methoden // methods; Sexuelle Bildung // sexuality education	1039
1	0	0	Haste, Polly	2013	Zeitschriftenaufsatz	Gender and Education	Sex education and masculinity	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Geschlecht // gender; Jungen // boys; Männlichkeit // masculinity; Pornografie // pornography; Sexuelle Bildung // sexuality education	829
1	0	0	Hirst, Julia	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	‘It's got to be about enjoying yourself’	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche; 7 Sexualität; 7.2 Selbstbestimmung; 7.3 Sexuelle Erfahrungen	Geschlecht // gender; Jugendliche und junge Erwachsene; Sexuelle Bildung // sexuality education; sexuelle Gesundheit // sexual health; Vergnügen // pleasure	1032
0	0	0	Jennifer, Dawn	2013	Beitrag in …		Girls and indirect aggression	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Aggression; Geschlecht // gender; Mobbing // bullying; Schule // school; Sexualisierung // sexualization	1198
1	0	0	Katz, Carmit	2013	Zeitschriftenaufsatz	Children and Youth Services Review	Internet-related child sexual abuse	1 Sozialer Kontext; 1.3 Medien und Technologie; 3 Fokus; 3.2 Gewaltprävention; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch; 8 Forschung; 8.3 Methodologie	Internet; sexueller Kindesmissbrauch	897
0	0	1	Keenan, Marie	2013	Buch (Monographie)		Child sexual abuse and the Catholic Church	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.1 Gender; 1.4.5 Religion; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.8 Offene Kinder- und Jugendarbeit; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 6.2 Art; 6.2.2 Missbrauch	Beschwerdemanagement // complaint management; Ehtik // ethics; Geistliche // clergy; Katholizismus // catholicism; Macht // power; Männer // men; Männlichkeit // masculinity; Offenlegung // disclosure; Organisationskultur // organisational culture; Pädosexualität // pedosexuality; Religion; Sexualethik // sexual ethics; sexueller Kindesmissbrauch; Sozialisation // socialization; Täter*in // offender	945
1	0	0	Lamb, Sharon; Lustig, Kara; Graling, Kelly	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	The use and misuse of pleasure in sex education curricula	1 Sozialer Kontext; 1.2 Diskurse; 3 Fokus; 3.1 Sexualpädagogik	Risikofaktoren // risk factors; Sexuelle Bildung // sexuality education; Vergnügen // pleasure	1028
0	0	0	McCormack, Mark	2013	Beitrag in …		Mapping the boundaries of homophobic language in bullying	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung; 6.2.5 Diskriminierung		1200
1	0	0	O'Leary, P.; Tsui, M.-S.; Ruch, G.	2013	Zeitschriftenaufsatz	British Journal of Social Work	The Boundaries of the Social Work Relationship Revisited	1 Sozialer Kontext; 1.2 Diskurse; 2 Institutioneller Kontext; 2.1 Dynamiken; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.1 Täter*in; 6.1.2 Erwachsene; 8 Forschung; 8.2 Theorie; 8.4 Ergebnisse	Grenzen // boundaries; Pädagog*innen // educators; Soziale Arbeit und Dienste // social work and services	1798
0	0	0	Ollis, Debbie	2013	Beitrag in …		Planning and delivering interventions to promote gender and sexuality	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Geschlecht // gender; Mobbing // bullying; Prävention // prevention; sexuelle Belästigung // sexual harassment	1204
1	0	0	Paechter, Carrie	2013	Zeitschriftenaufsatz	Pedagogy, Culture & Society	Girls and their bodies	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 2.2.3.1 Schulfächer; 2.2.3.1.1 Sportunterricht	Körper // body; Mädchen // girls; Sportunterricht // physical education	845
0	0	0	Pasura, Dominic; Jones, Adele D.; Hafner, James A. H.; Maharaj, Priya E.; Nathaniel-DeCaires, Karene; Johnson, Emmanuel Janagan	2013	Zeitschriftenaufsatz	Childhood	Competing meanings of childhood and the social construction of child sexual abuse in the Caribbean	1 Sozialer Kontext; 1.2 Diskurse; 5 Adressat_innen; 5.1 Kinder; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Diskurs // discourse; Kinder; sexueller Kindesmissbrauch	1655
0	0	0	Pearson, Jennifer; Wilkinson, Lindsey	2013	Zeitschriftenaufsatz	Journal of Youth and Adolescence	Family relationships and adolescent well-being: are families equally protective for same-sex attracted youth?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 5 Adressat_innen; 5.2 Jugendliche; 5.3 Eltern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität; 7.1 Beziehungsgestaltung; 7.2 Selbstbestimmung		1744
1	0	0	Pingel, Emily Sweetnam; Thomas, Laura; Harmell, Chelsea; Bauermeister, Jose	2013	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Creating comprehensive, youth centered, culturally appropriate sex education: What do young gay, bisexual and questioning men want?	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 5 Adressat_innen; 5.2 Jugendliche	Internet; Jugendliche und junge Erwachsene; queer; sexuelle Gesundheit // sexual health	809
1	0	0	Pomerantz, S.; Raby, R.; Stefanik, A.	2013	Zeitschriftenaufsatz	Gender & Society	Girls Run the World?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 5 Adressat_innen; 5.2 Jugendliche	Geschlecht // gender; Jugendliche und junge Erwachsene; Mädchen // girls; Schule // school; Schulklima // school climate; Sexismus // sexism	836
1	0	0	Quinlivan, Kathleen	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	The methodological im/possibilities of researching sexuality education in schools	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.1 Sexualpädagogik; 8 Forschung; 8.3 Methodologie	Forschung; Heteronormativität // heteronormativity; queer; Schule // school; Sexualerziehung // sex ed; Sexuelle Bildung // sexuality education	1035
0	0	0	Rivers, Ian	2013	Buch (Sammelwerk)		Bullying	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Bisexualität // bisexuality; Geschlecht // gender; Identität // identity; lesbisch // lesbian; Mobbing // bullying; schwul // gay; Sexualität // sexuality; trans*ident // trans*	1060
0	0	0	Rivers, Ian	2013	Beitrag in …		Cyberbullying and cyberaggression: sexualised and gendered experiences explored	1 Sozialer Kontext; 1.3 Medien und Technologie; 1.4 Identitäten; 1.4.1 Gender; 6 Gewalt; 6.2 Art; 7 Sexualität; 7.3 Sexuelle Erfahrungen; 8 Forschung; 8.4 Ergebnisse	Aggression; Internet; Mobbing // bullying; sexuelle Erfahrung // sexual experience	1504
0	0	0	Rivers, Ian; Duncan, Neil	2013	Beitrag in …		Discourses of sexuality and gender considered	1 Sozialer Kontext; 1.4 Identitäten; 1.4.1 Gender; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 3 Fokus; 3.2 Gewaltprävention; 4 Fachkräfte; 4.1 Intern; 5 Adressat_innen; 5.2 Jugendliche; 6 Gewalt; 6.1 Täter*in; 6.1.1 Peer; 6.2 Art; 6.2.1 Belästigung	Geschlecht // gender; Homofeindlichkeit // homophobia; Intervention // intervention; Lehrer*innen // Teachers; Mobbing // bullying; Prävention // prevention; queer; Schule // school; Schüler*innen // pupils; Schulklima // school climate; Sexuelle Orientierung // sexual orientation	1205
1	0	1	Sanjakdar, Fida	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Educating for sexual difference?	1 Sozialer Kontext; 1.4 Identitäten; 1.4.2 LGBT; 1.4.5 Religion; 2 Institutioneller Kontext; 2.2 Einrichtungstypen; 2.2.3 Schule; 4 Fachkräfte; 4.1 Intern; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung; 7 Sexualität	Curriculum; Homosexualität; Islam; Lehrer*innen // Teachers; Religion; Sexuelle Bildung // sexuality education	1023
1	0	0	Sauntson, Helen	2013	Zeitschriftenaufsatz	Sex Education: Sexuality, Society and Learning	Sexual diversity and illocutionary silencing in the English National Curriculum	1 Sozialer Kontext; 1.2 Diskurse; 1.4 Identitäten; 1.4.2 LGBT; 2 Institutioneller Kontext; 2.1 Dynamiken; 2.2 Einrichtungstypen; 2.2.3 Schule; 6 Gewalt; 6.2 Art; 6.2.5 Diskriminierung	Curriculum; Diversity; queer; Schule // school; Schulklima // school climate; Sexualität // sexuality	1031
0	0	0	Sevlever, Melina; Roth, Matthew E.; Gillis, Jennifer M.	2013	Zeitschriftenaufsatz	Sexuality and Disability	Sexual Abuse and Offending in Autism Spectrum Disorders	1 Sozialer Kontext; 1.4 Identitäten; 1.4.6 Behinderungen; 6 Gewalt; 6.2 Art; 6.2.2 Missbrauch	Autismus // autism; Sexueller Missbrauch // sexual abuse; Täter*in // offender	1650
0	0	0	Smith, Marshall	2013	Zeitschriftenaufsatz	Sexuality Research and Social Policy	Youth Viewing Sexually Explicit Material Online	1 Sozialer Kontext; 1.3 Medien und Technologie; 5 Adressat_innen; 5.2 Jugendliche; 8 Forschung; 8.3 Methodologie	Jugendliche und junge Erwachsene; Pornografie // pornography; qualitativ // qualitative; Sexualität // sexuality; Sexuelle Bildung // sexuality education	810
